#
# The 1990 Zip Code by State file is comma separated values, ASCII text, one record per line. 
# The field/record layout is as follows:
#
#      Field 1 - State Fips Code
#      Field 2 - 5-digit Zipcode
#      Field 3 - State Abbreviation
#      Field 4 - Zipcode Name
#      Field 5 - Longitude in Decimal Degrees (West is assumed, no minus sign)
#      Field 6 - Latitude in Decimal Degrees (North is assumed, no plus sign)
#      Field 7 - 1990 Population (100%)
#      Field 8 - Allocation Factor (decimal portion of state within zipcode)
#
# For complete details see:
#    http://landview.census.gov/geo/www/gazetteer/places.html
#
"19","52552","IA","DRAKESVILLE",92.505109,40.825332,1576,0.000568 
"19","52745","IA","BIG ROCK",90.778332,41.735013,596,0.000215 
"20","66224","KS","STANLEY",94.628903,38.867526,713,0.000288 
"20","66431","KS","HARVEYVILLE",95.996239,38.857413,1065,0.00043 
"20","66534","KS","SABETHA",95.811271,39.89929,3242,0.001309 
"20","67050","KS","GARDEN PLAIN",97.66002,37.676712,1406,0.000567 
"20","67054","KS","GREENSBURG",99.301057,37.608367,2073,0.000837 
"20","67123","KS","POTWIN",97.000608,37.971872,900,0.000363 
"20","67127","KS","PROTECTION",99.481628,37.196782,864,0.000349 
"20","67216","KS","WICHITA",97.313625,37.622332,23031,0.009296 
"20","67578","KS","STAFFORD",98.592854,37.955372,1689,0.000682 
"20","67663","KS","PLAINVILLE",99.300827,39.230823,2499,0.001009 
"20","67874","KS","SHIELDS",100.417699,38.620794,158,0.000064 
"21","40152","KY","MC DANIELS",86.397278,37.595251,44,0.000012 
"21","40203","KY","LOUISVILLE",85.762595,38.245332,19432,0.005273 
"21","40299","KY","JEFFERSONTOWN",85.568947,38.188491,23882,0.00648 
"21","40509","KY","LEXINGTON",84.427419,38.010166,9029,0.00245 
"21","41018","KY","ERLANGER",84.597745,39.008238,23909,0.006488 
"21","41031","KY","CYNTHIANA",84.294921,38.396403,13375,0.003629 
"21","41129","KY","CATLETTSBURG",82.632065,38.379946,8851,0.002402 
"21","41163","KY","OLDTOWN",82.95695,38.441153,690,0.000187 
"21","41636","KY","BUCKINGHAM",82.73245,37.393499,879,0.000239 
"21","42020","KY","ALMO",88.308666,36.712805,1509,0.000409 
"21","42323","KY","BEECHMONT",87.03934,37.177552,2431,0.00066 
"21","42366","KY","PHILPOT",86.937172,37.718317,6890,0.00187 
"21","42442","KY","NORTONVILLE",87.460505,37.183367,2811,0.000763 
"21","42555","KY","SLOANS VALLEY",84.376201,36.968617,0,0 
"22","70555","LA","MAURICE",92.107035,30.07215,3628,0.00086 
"22","70773","LA","ROUGON",91.381316,30.603452,542,0.000128 
"22","71466","LA","OTIS",92.744478,31.226442,231,0.000055 
"22","71473","LA","SIKES",92.442894,32.068616,579,0.000137 
"23","04224","ME","DIXFIELD",70.424099,44.554799,3032,0.002469 
"23","04260","ME","NEW GLOUCESTER",70.297381,43.960835,3916,0.003189 
"23","04280","ME","SABATTUS",70.074792,44.113269,4809,0.003916 
"23","04426","ME","DOVER FOXCROFT",69.204472,45.18774,5924,0.004824 
"23","04576","ME","WEST SOUTHPORT",69.667343,43.823775,642,0.000523 
"23","04578","ME","WISCASSET",69.682576,44.007444,5928,0.004828 
"23","04762","ME","NEW SWEDEN",68.11545,46.955916,935,0.000761 
"23","04768","ME","PORTAGE",68.487675,46.775303,445,0.000362 
"24","20701","MD","ANNAPOLIS JUNCTI",76.798068,39.130983,32,7E-6 
"24","20716","MD","MITCHELLVILLE",76.731979,38.927482,13580,0.00284 
"24","20763","MD","SAVAGE",76.821818,39.137962,2227,0.000466 
"24","21240","MD","BALTIMORE",76.648287,39.17185,1,0 
"24","21557","MD","RAWLINGS",78.906231,39.521363,1919,0.000401 
"24","21613","MD","CAMBRIDGE",76.087358,38.564282,16908,0.003536 
"24","21773","MD","MYERSVILLE",77.551322,39.528194,3363,0.000703 
